gcf	description	gene_name	accver	gene_location	locus_tag	organism_name	infraspecific_name	taxid	species_taxid
GCF_000186245.1	Nitratifractor salsuginis DSM 16511, complete genome	16S ribosomal RNA	NC_014935.1	[1680944:1682467](-)	NITSA_RS08530	Nitratifractor salsuginis DSM 16511	strain=DSM 16511	749222	269261
GCF_000186245.1	Nitratifractor salsuginis DSM 16511, complete genome	16S ribosomal RNA	NC_014935.1	[2082733:2084256](-)	NITSA_RS10630	Nitratifractor salsuginis DSM 16511	strain=DSM 16511	749222	269261
GCF_000192315.1	Helicobacter pylori 2017, complete genome	16S ribosomal RNA	NC_017374.1	[1116067:1117576](-)	HP2017_RS05380	Helicobacter pylori 2017	strain=2017	985081	210
GCF_000192335.1	Helicobacter pylori 2018, complete genome	16S ribosomal RNA	NC_017381.1	[1123900:1125409](-)	HP2018_RS05425	Helicobacter pylori 2018	strain=2018	985080	210
GCF_000196135.1	Wolinella succinogenes DSM 1740, complete genome	16S ribosomal RNA	NC_005090.1	[136183:137686](+)	WS_RS00655	Wolinella succinogenes DSM 1740	strain=DSMZ 1740	273121	844
GCF_000196135.1	Wolinella succinogenes DSM 1740, complete genome	16S ribosomal RNA	NC_005090.1	[315324:316827](+)	WS_RS01580	Wolinella succinogenes DSM 1740	strain=DSMZ 1740	273121	844
GCF_000196135.1	Wolinella succinogenes DSM 1740, complete genome	16S ribosomal RNA	NC_005090.1	[1381514:1383017](-)	WS_RS06870	Wolinella succinogenes DSM 1740	strain=DSMZ 1740	273121	844
GCF_000196755.1	Helicobacter pylori B8 complete genome	16S ribosomal RNA	NC_014256.1	[97496:99006](+)	HPB8_RS00475	Helicobacter pylori B8	strain=B8	693745	210
GCF_000196755.1	Helicobacter pylori B8 complete genome	16S ribosomal RNA	NC_014256.1	[323580:325090](+)	HPB8_RS01665	Helicobacter pylori B8	strain=B8	693745	210
GCF_000200595.1	Helicobacter felis ATCC 49179 genome	16S ribosomal RNA	NC_014810.2	[582817:584319](+)	HFELIS_RS02950	Helicobacter felis ATCC 49179	strain=ATCC 49179	936155	214
GCF_000200595.1	Helicobacter felis ATCC 49179 genome	16S ribosomal RNA	NC_014810.2	[1201304:1202806](+)	HFELIS_RS06120	Helicobacter felis ATCC 49179	strain=ATCC 49179	936155	214
GCF_000213135.1	Helicobacter pylori 83, complete genome	16S ribosomal RNA	NC_017375.1	[1160552:1162063](-)	HMPREF0462_RS05625	Helicobacter pylori 83	strain=83	585538	210
GCF_000213135.1	Helicobacter pylori 83, complete genome	16S ribosomal RNA	NC_017375.1	[1416143:1417654](-)	HMPREF0462_RS06935	Helicobacter pylori 83	strain=83	585538	210
GCF_000215345.2	Arcobacter butzleri 7h1h, complete genome	16S ribosomal RNA	NC_021878.1	[794806:796332](+)	A7H1H_RS04040	Arcobacter butzleri 7h1h	strain=7h1h	1036172	28197
GCF_000215345.2	Arcobacter butzleri 7h1h, complete genome	16S ribosomal RNA	NC_021878.1	[1669057:1670583](-)	A7H1H_RS08420	Arcobacter butzleri 7h1h	strain=7h1h	1036172	28197
GCF_000215345.2	Arcobacter butzleri 7h1h, complete genome	16S ribosomal RNA	NC_021878.1	[1796245:1797771](-)	A7H1H_RS09065	Arcobacter butzleri 7h1h	strain=7h1h	1036172	28197
GCF_000215345.2	Arcobacter butzleri 7h1h, complete genome	16S ribosomal RNA	NC_021878.1	[1882905:1884431](-)	A7H1H_RS09490	Arcobacter butzleri 7h1h	strain=7h1h	1036172	28197
GCF_000215345.2	Arcobacter butzleri 7h1h, complete genome	16S ribosomal RNA	NC_021878.1	[2184898:2186424](-)	A7H1H_RS10960	Arcobacter butzleri 7h1h	strain=7h1h	1036172	28197
GCF_000222425.1	Campylobacter fetus subsp. venerealis NCTC 10354 chromosome, whole genome shotgun sequence	16S ribosomal RNA	NZ_CM001228.1	[191060:192578](+)	CFV354_RS01075	Campylobacter fetus subsp. venerealis NCTC 10354	strain=NCTC 10354	983328	196
GCF_000224535.1	Helicobacter pylori Puno120, complete genome	16S ribosomal RNA	NC_017378.1	[1136443:1137954](-)	HPPN120_RS05370	Helicobacter pylori Puno120	strain=Puno120	1055528	210
GCF_000224535.1	Helicobacter pylori Puno120, complete genome	16S ribosomal RNA	NC_017378.1	[1415103:1416614](-)	HPPN120_RS06785	Helicobacter pylori Puno120	strain=Puno120	1055528	210
GCF_000224555.1	Helicobacter pylori Puno135, complete genome	16S ribosomal RNA	NC_017379.1	[1194182:1195693](-)	HPPN135_RS05710	Helicobacter pylori Puno135	strain=Puno135	1055529	210
GCF_000224555.1	Helicobacter pylori Puno135, complete genome	16S ribosomal RNA	NC_017379.1	[1469331:1470842](-)	HPPN135_RS07105	Helicobacter pylori Puno135	strain=Puno135	1055529	210
GCF_000224575.1	Helicobacter pylori SNT49, complete genome	16S ribosomal RNA	NC_017376.1	[1165812:1167322](-)	HPSNT_RS05540	Helicobacter pylori SNT49	strain=Santal49	1055530	210
GCF_000224575.1	Helicobacter pylori SNT49, complete genome	16S ribosomal RNA	NC_017376.1	[1437976:1439486](-)	HPSNT_RS06920	Helicobacter pylori SNT49	strain=Santal49	1055530	210
GCF_000237285.1	Helicobacter bizzozeronii CIII-1 main chromosome, complete genome	16S ribosomal RNA	NC_015674.1	[175340:176842](-)	HBZC1_RS00855	Helicobacter bizzozeronii CIII-1	strain=CIII-1	1002804	56877
GCF_000237285.1	Helicobacter bizzozeronii CIII-1 main chromosome, complete genome	16S ribosomal RNA	NC_015674.1	[1422181:1423683](+)	HBZC1_RS07140	Helicobacter bizzozeronii CIII-1	strain=CIII-1	1002804	56877
GCF_000242915.1	Sulfurimonas gotlandica GD1 chromosome, whole genome shotgun sequence	16S ribosomal RNA	NZ_AFRZ01000001.1	[804666:806185](-)	SMGD1_RS03800	Sulfurimonas gotlandica GD1	strain=GD1	929558	1176482
GCF_000242915.1	Sulfurimonas gotlandica GD1 chromosome, whole genome shotgun sequence	16S ribosomal RNA	NZ_AFRZ01000001.1	[1226312:1227831](-)	SMGD1_RS06075	Sulfurimonas gotlandica GD1	strain=GD1	929558	1176482
GCF_000242915.1	Sulfurimonas gotlandica GD1 chromosome, whole genome shotgun sequence	16S ribosomal RNA	NZ_AFRZ01000001.1	[1961669:1963188](+)	SMGD1_RS09720	Sulfurimonas gotlandica GD1	strain=GD1	929558	1176482
GCF_000242915.1	Sulfurimonas gotlandica GD1 chromosome, whole genome shotgun sequence	16S ribosomal RNA	NZ_AFRZ01000001.1	[2231724:2233243](+)	SMGD1_RS11020	Sulfurimonas gotlandica GD1	strain=GD1	929558	1176482
GCF_000255955.1	Helicobacter pylori ELS37, complete genome	16S ribosomal RNA	NC_017063.1	[1204586:1206095](-)	HPELS_RS05725	Helicobacter pylori ELS37	strain=ELS37	1055527	210
GCF_000255955.1	Helicobacter pylori ELS37, complete genome	16S ribosomal RNA	NC_017063.1	[1485466:1486975](-)	HPELS_RS07135	Helicobacter pylori ELS37	strain=ELS37	1055527	210
GCF_000259235.1	Helicobacter pylori HUP-B14, complete genome	16S ribosomal RNA	NC_017733.1	[1132137:1133647](-)	HPB14_RS05410	Helicobacter pylori HUP-B14	strain=HUP-B14	1163743	210
GCF_000259235.1	Helicobacter pylori HUP-B14, complete genome	16S ribosomal RNA	NC_017733.1	[1418564:1420074](-)	HPB14_RS06855	Helicobacter pylori HUP-B14	strain=HUP-B14	1163743	210
GCF_000259255.1	Helicobacter cetorum MIT 00-7128, complete genome	16S ribosomal RNA	NC_017737.1	[346051:347559](+)	HCW_RS01725	Helicobacter cetorum MIT 00-7128	strain=MIT 00-7128	182217	138563
GCF_000259255.1	Helicobacter cetorum MIT 00-7128, complete genome	16S ribosomal RNA	NC_017737.1	[1836047:1837555](-)	HCW_RS08390	Helicobacter cetorum MIT 00-7128	strain=MIT 00-7128	182217	138563
GCF_000259275.1	Helicobacter cetorum MIT 99-5656, complete genome	16S ribosomal RNA	NC_017735.1	[153741:155249](-)	HCD_RS00770	Helicobacter cetorum MIT 99-5656	strain=MIT 99-5656	1163745	138563
GCF_000259275.1	Helicobacter cetorum MIT 99-5656, complete genome	16S ribosomal RNA	NC_017735.1	[1678308:1679816](+)	HCD_RS07920	Helicobacter cetorum MIT 99-5656	strain=MIT 99-5656	1163745	138563
GCF_000265295.1	Sulfurospirillum barnesii SES-3, complete genome	16S ribosomal RNA	NC_018002.1	[1721062:1722574](-)	SULBA_RS08670	Sulfurospirillum barnesii SES-3	strain=SES-3	760154	44674
GCF_000265295.1	Sulfurospirillum barnesii SES-3, complete genome	16S ribosomal RNA	NC_018002.1	[2477017:2478529](-)	SULBA_RS12540	Sulfurospirillum barnesii SES-3	strain=SES-3	760154	44674
GCF_000270005.1	Helicobacter pylori F16 DNA, complete genome	16S ribosomal RNA	NC_017368.1	[1144318:1145829](-)	HPF16_RS05535	Helicobacter pylori F16	strain=F16	866344	210
GCF_000270005.1	Helicobacter pylori F16 DNA, complete genome	16S ribosomal RNA	NC_017368.1	[1399640:1401151](-)	HPF16_RS06865	Helicobacter pylori F16	strain=F16	866344	210
GCF_000270025.1	Helicobacter pylori F30 DNA, complete genome	16S ribosomal RNA	NC_017365.1	[250691:252202](+)	HPF30_RS01315	Helicobacter pylori F30	strain=F30	866345	210
GCF_000270025.1	Helicobacter pylori F30 DNA, complete genome	16S ribosomal RNA	NC_017365.1	[1388085:1389596](-)	HPF30_RS06775	Helicobacter pylori F30	strain=F30	866345	210
GCF_000270045.1	Helicobacter pylori F32 DNA, complete genome	16S ribosomal RNA	NC_017366.1	[1149260:1150771](-)	HPF32_RS05540	Helicobacter pylori F32	strain=F32	102608	210
GCF_000270045.1	Helicobacter pylori F32 DNA, complete genome	16S ribosomal RNA	NC_017366.1	[1400753:1402264](-)	HPF32_RS06865	Helicobacter pylori F32	strain=F32	102608	210
GCF_000270065.1	Helicobacter pylori F57 DNA, complete genome	16S ribosomal RNA	NC_017367.1	[1176255:1177766](-)	HPF57_RS05645	Helicobacter pylori F57	strain=F57	866346	210
GCF_000270065.1	Helicobacter pylori F57 DNA, complete genome	16S ribosomal RNA	NC_017367.1	[1432547:1434058](-)	HPF57_RS06975	Helicobacter pylori F57	strain=F57	866346	210
GCF_000277365.1	Helicobacter pylori Shi417, complete genome	16S ribosomal RNA	NC_017739.1	[1129188:1130699](-)	HPSH417_RS05385	Helicobacter pylori Shi417	strain=Shi417	1163739	210
GCF_000277365.1	Helicobacter pylori Shi417, complete genome	16S ribosomal RNA	NC_017739.1	[1443100:1444611](-)	HPSH417_RS06935	Helicobacter pylori Shi417	strain=Shi417	1163739	210
GCF_000277385.1	Helicobacter pylori Shi169, complete genome	16S ribosomal RNA	NC_017740.1	[1167755:1169266](-)	HPSH169_RS05545	Helicobacter pylori Shi169	strain=Shi169	1163741	210
GCF_000277385.1	Helicobacter pylori Shi169, complete genome	16S ribosomal RNA	NC_017740.1	[1439472:1440983](-)	HPSH169_RS06955	Helicobacter pylori Shi169	strain=Shi169	1163741	210
GCF_000277405.1	Helicobacter pylori Shi112, complete genome	16S ribosomal RNA	NC_017741.1	[1170288:1171799](-)	HPSH112_RS05605	Helicobacter pylori Shi112	strain=Shi112	1163740	210
GCF_000277405.1	Helicobacter pylori Shi112, complete genome	16S ribosomal RNA	NC_017741.1	[1484118:1485629](-)	HPSH112_RS07185	Helicobacter pylori Shi112	strain=Shi112	1163740	210
GCF_000277425.1	Helicobacter pylori PeCan18, complete genome	16S ribosomal RNA	NC_017742.1	[1197868:1199377](-)	HPPC18_RS05625	Helicobacter pylori PeCan18	strain=PeCan18	1163742	210
GCF_000277425.1	Helicobacter pylori PeCan18, complete genome	16S ribosomal RNA	NC_017742.1	[1543319:1544830](+)	HPPC18_RS07365	Helicobacter pylori PeCan18	strain=PeCan18	1163742	210
GCF_000284235.1	Arcobacter sp. L DNA, complete genome	16S ribosomal RNA	NC_017192.1	[1097568:1099087](+)	ABLL_RS05450	Arcobacter sp. L	strain=L	944547	944547
GCF_000284235.1	Arcobacter sp. L DNA, complete genome	16S ribosomal RNA	NC_017192.1	[2339766:2341285](-)	ABLL_RS11540	Arcobacter sp. L	strain=L	944547	944547
GCF_000284235.1	Arcobacter sp. L DNA, complete genome	16S ribosomal RNA	NC_017192.1	[2429209:2430728](-)	ABLL_RS11980	Arcobacter sp. L	strain=L	944547	944547
GCF_000284235.1	Arcobacter sp. L DNA, complete genome	16S ribosomal RNA	NC_017192.1	[2586202:2587721](-)	ABLL_RS12750	Arcobacter sp. L	strain=L	944547	944547
GCF_000284235.1	Arcobacter sp. L DNA, complete genome	16S ribosomal RNA	NC_017192.1	[2850040:2851559](-)	ABLL_RS14085	Arcobacter sp. L	strain=L	944547	944547
GCF_000284355.1	Arcobacter butzleri ED-1 DNA, complete genome	16S ribosomal RNA	NC_017187.1	[791240:792758](+)	ABED_RS03925	Arcobacter butzleri ED-1	strain=ED-1	944546	28197
GCF_000284355.1	Arcobacter butzleri ED-1 DNA, complete genome	16S ribosomal RNA	NC_017187.1	[1665097:1666615](-)	ABED_RS08230	Arcobacter butzleri ED-1	strain=ED-1	944546	28197
GCF_000284355.1	Arcobacter butzleri ED-1 DNA, complete genome	16S ribosomal RNA	NC_017187.1	[1796870:1798388](-)	ABED_RS08880	Arcobacter butzleri ED-1	strain=ED-1	944546	28197
GCF_000284355.1	Arcobacter butzleri ED-1 DNA, complete genome	16S ribosomal RNA	NC_017187.1	[1881955:1883473](-)	ABED_RS09295	Arcobacter butzleri ED-1	strain=ED-1	944546	28197
GCF_000284355.1	Arcobacter butzleri ED-1 DNA, complete genome	16S ribosomal RNA	NC_017187.1	[2169570:2171088](-)	ABED_RS10705	Arcobacter butzleri ED-1	strain=ED-1	944546	28197
GCF_000284635.1	Helicobacter cinaedi PAGU611 DNA, complete genome	16S ribosomal RNA	NC_017761.1	[155111:156615](+)	HCN_RS00710	Helicobacter cinaedi PAGU611	strain=PAGU611	1172562	213
GCF_000284635.1	Helicobacter cinaedi PAGU611 DNA, complete genome	16S ribosomal RNA	NC_017761.1	[538970:540474](+)	HCN_RS02655	Helicobacter cinaedi PAGU611	strain=PAGU611	1172562	213
GCF_000302555.5	Campylobacter jejuni subsp. jejuni PT14, complete genome	16S ribosomal RNA	NC_018709.4	[37508:39026](+)	A911_RS00145	Campylobacter jejuni subsp. jejuni PT14	strain=PT14	1201032	197
GCF_000302555.5	Campylobacter jejuni subsp. jejuni PT14, complete genome	16S ribosomal RNA	NC_018709.4	[393892:395410](+)	A911_RS02105	Campylobacter jejuni subsp. jejuni PT14	strain=PT14	1201032	197
GCF_000302555.5	Campylobacter jejuni subsp. jejuni PT14, complete genome	16S ribosomal RNA	NC_018709.4	[698043:699561](+)	A911_RS03675	Campylobacter jejuni subsp. jejuni PT14	strain=PT14	1201032	197
GCF_000304375.1	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148 complete genome	16S ribosomal RNA	NC_018521.1	[39248:40766](+)	BN148_RS00150	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148	strain=NCTC 11168-BN148	1211776	197
GCF_000304375.1	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148 complete genome	16S ribosomal RNA	NC_018521.1	[394129:395647](+)	BN148_RS02095	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148	strain=NCTC 11168-BN148	1211776	197
GCF_000304375.1	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148 complete genome	16S ribosomal RNA	NC_018521.1	[696423:697941](+)	BN148_RS03690	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148	strain=NCTC 11168-BN148	1211776	197
GCF_000307795.1	Helicobacter pylori 26695, complete genome	16S ribosomal RNA	NC_018939.1	[1207591:1209098](-)	C694_RS05885	Helicobacter pylori 26695	strain=26695	85962	210
GCF_000307795.1	Helicobacter pylori 26695, complete genome	16S ribosomal RNA	NC_018939.1	[1511149:1512657](-)	C694_RS07415	Helicobacter pylori 26695	strain=26695	85962	210
GCF_000307815.1	Helicobacter pylori Rif1, complete genome	16S ribosomal RNA	NC_018937.1	[1207589:1209096](-)	C695_RS05880	Helicobacter pylori Rif1	strain=Rif1	1234365	210
GCF_000307815.1	Helicobacter pylori Rif1, complete genome	16S ribosomal RNA	NC_018937.1	[1511143:1512649](-)	C695_RS07420	Helicobacter pylori Rif1	strain=Rif1	1234365	210
GCF_000307835.1	Helicobacter pylori Rif2, complete genome	16S ribosomal RNA	NC_018938.1	[1207591:1209098](-)	C730_RS05875	Helicobacter pylori Rif2	strain=Rif2	1234600	210
GCF_000307835.1	Helicobacter pylori Rif2, complete genome	16S ribosomal RNA	NC_018938.1	[1511150:1512656](-)	C730_RS07410	Helicobacter pylori Rif2	strain=Rif2	1234600	210
GCF_000315955.1	Helicobacter pylori Aklavik117, complete genome	16S ribosomal RNA	NC_019560.1	[1132784:1134295](-)	HPAKL117_RS05385	Helicobacter pylori Aklavik117	strain=Aklavik117	1055531	210
GCF_000315955.1	Helicobacter pylori Aklavik117, complete genome	16S ribosomal RNA	NC_019560.1	[1420786:1422297](-)	HPAKL117_RS06870	Helicobacter pylori Aklavik117	strain=Aklavik117	1055531	210
GCF_000317875.1	Helicobacter pylori Aklavik86, complete genome	16S ribosomal RNA	NC_019563.1	[202175:203686](+)	HPAKL86_RS01145	Helicobacter pylori Aklavik86	strain=Aklavik86	1055532	210
GCF_000317875.1	Helicobacter pylori Aklavik86, complete genome	16S ribosomal RNA	NC_019563.1	[1122471:1123982](-)	HPAKL86_RS05440	Helicobacter pylori Aklavik86	strain=Aklavik86	1055532	210
GCF_000319205.1	Helicobacter heilmanii ASB1.4 main chromosome, draft genome	16S ribosomal RNA	NC_019674.1	[998506:1000008](+)	BN341_RS05185	Helicobacter heilmannii ASB1.4	strain=type strain:ASB1.4	1216962	35817
GCF_000348865.1	Helicobacter pylori OK113 DNA, complete genome	16S ribosomal RNA	NC_020508.1	[1176740:1178250](-)	HPOK113_RS05635	Helicobacter pylori OK113	strain=OK113	1248725	210
GCF_000348865.1	Helicobacter pylori OK113 DNA, complete genome	16S ribosomal RNA	NC_020508.1	[1432714:1434224](-)	HPOK113_RS06985	Helicobacter pylori OK113	strain=OK113	1248725	210
GCF_000348885.1	Helicobacter pylori OK310 DNA, complete genome	16S ribosomal RNA	NC_020509.1	[1124280:1125791](-)	HPOK310_RS05400	Helicobacter pylori OK310	strain=OK310	1248726	210
GCF_000348885.1	Helicobacter pylori OK310 DNA, complete genome	16S ribosomal RNA	NC_020509.1	[1377530:1379041](-)	HPOK310_RS06710	Helicobacter pylori OK310	strain=OK310	1248726	210
GCF_000349975.1	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847 DNA, complete genome	16S ribosomal RNA	NC_020555.1	[149051:150555](+)	HCBAA847_RS00685	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847	strain=ATCC BAA-847	537971	213
GCF_000349975.1	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847 DNA, complete genome	16S ribosomal RNA	NC_020555.1	[544905:546409](+)	HCBAA847_RS02695	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847	strain=ATCC BAA-847	537971	213
GCF_000392455.3	Helicobacter pylori UM032, complete genome	16S ribosomal RNA	NC_021215.3	[759425:760936](+)	K747_RS03730	Helicobacter pylori UM032	strain=UM032	1311573	210
GCF_000392455.3	Helicobacter pylori UM032, complete genome	16S ribosomal RNA	NC_021215.3	[1015144:1016655](+)	K747_RS05050	Helicobacter pylori UM032	strain=UM032	1311573	210
GCF_000392475.3	Helicobacter pylori UM299, complete genome	16S ribosomal RNA	NC_021216.3	[759426:760937](+)	K749_RS03735	Helicobacter pylori UM299	strain=UM299	1321938	210
GCF_000392475.3	Helicobacter pylori UM299, complete genome	16S ribosomal RNA	NC_021216.3	[1015201:1016712](+)	K749_RS05055	Helicobacter pylori UM299	strain=UM299	1321938	210
GCF_000392515.3	Helicobacter pylori UM037, complete genome	16S ribosomal RNA	NC_021217.3	[1068538:1070048](-)	K750_RS05100	Helicobacter pylori UM037	strain=UM037	1321939	210
GCF_000392515.3	Helicobacter pylori UM037, complete genome	16S ribosomal RNA	NC_021217.3	[1350464:1351974](-)	K750_RS06530	Helicobacter pylori UM037	strain=UM037	1321939	210
GCF_000392535.3	Helicobacter pylori UM066, complete genome	16S ribosomal RNA	NC_021218.3	[1270505:1272016](-)	K751_RS06030	Helicobacter pylori UM066	strain=UM066	1321940	210
GCF_000392535.3	Helicobacter pylori UM066, complete genome	16S ribosomal RNA	NC_021218.3	[1526114:1527625](-)	K751_RS07345	Helicobacter pylori UM066	strain=UM066	1321940	210
GCF_000430385.1	Campylobacter jejuni 32488, complete sequence	16S ribosomal RNA	NC_021834.1	[877694:879212](+)	HK74_RS04555	Campylobacter jejuni 32488	strain=32488	1338035	197
GCF_000430385.1	Campylobacter jejuni 32488, complete sequence	16S ribosomal RNA	NC_021834.1	[1240117:1241635](+)	HK74_RS06515	Campylobacter jejuni 32488	strain=32488	1338035	197
GCF_000430385.1	Campylobacter jejuni 32488, complete sequence	16S ribosomal RNA	NC_021834.1	[1544295:1545813](+)	HK74_RS08095	Campylobacter jejuni 32488	strain=32488	1338035	197
GCF_000439295.2	Helicobacter pylori UM298, complete genome	16S ribosomal RNA	NC_021882.2	[759426:760937](+)	K748_RS03735	Helicobacter pylori UM298	strain=UM298	1321941	210
GCF_000439295.2	Helicobacter pylori UM298, complete genome	16S ribosomal RNA	NC_021882.2	[1015192:1016703](+)	K748_RS05060	Helicobacter pylori UM298	strain=UM298	1321941	210
GCF_000465235.1	Campylobacter coli CVM N29710, complete genome	16S ribosomal RNA	NC_022347.1	[36588:38106](+)	G157_RS00145	Campylobacter coli CVM N29710	strain=CVM N29710	1273173	195
GCF_000465235.1	Campylobacter coli CVM N29710, complete genome	16S ribosomal RNA	NC_022347.1	[1041153:1042671](-)	G157_RS05175	Campylobacter coli CVM N29710	strain=CVM N29710	1273173	195
GCF_000465235.1	Campylobacter coli CVM N29710, complete genome	16S ribosomal RNA	NC_022347.1	[1313851:1315369](-)	G157_RS06535	Campylobacter coli CVM N29710	strain=CVM N29710	1273173	195
GCF_000466065.2	Campylobacter jejuni subsp. jejuni 00-2538, complete genome	16S ribosomal RNA	NC_022351.2	[39264:40782](+)	N565_RS00150	Campylobacter jejuni subsp. jejuni 00-2538	strain=00-2538	1380768	197
